x, y
0.42397260273972603, 0.20181818181818184
0.43390410958904113, 0.252
0.44760273972602743, 0.30363636363636365
0.45958904109589044, 0.2876363636363637
0.4657534246575343, 0.19163636363636366
0.5044520547945206, 0.20690909090909093
0.488013698630137, 0.2490909090909091
0.4839041095890411, 0.27454545454545454
0.49486301369863017, 0.2847272727272727
0.5089041095890411, 0.2716363636363637
0.5236301369863015, 0.2621818181818182
0.5308219178082192, 0.2701818181818182
0.5345890410958904, 0.2781818181818182
0.5325342465753424, 0.2796363636363637
0.5321917808219179, 0.29200000000000004
0.5352739726027398, 0.33345454545454545
0.5212328767123288, 0.33781818181818185
0.5246575342465754, 0.3472727272727273
0.5273972602739726, 0.3530909090909091
0.5431506849315069, 0.47745454545454546
0.5462328767123288, 0.3712727272727273
0.5493150684931507, 0.34945454545454546
0.5510273972602739, 0.34145454545454546
0.5523972602739726, 0.28181818181818186
0.5534246575342466, 0.26581818181818184
0.538013698630137, 0.1050909090909091
0.6047945205479452, 0.188
0.572945205479452, 0.2301818181818182
0.5691780821917809, 0.24254545454545456
0.5767123287671233, 0.26072727272727275
0.5698630136986301, 0.26872727272727276
0.6239726027397261, 0.31381818181818183
0.6284246575342466, 0.34145454545454546
0.6123287671232877, 0.38363636363636366
0.6092465753424658, 0.3894545454545455
0.5777397260273973, 0.37490909090909097
0.5712328767123288, 0.38
0.584931506849315, 0.40036363636363637
0.6253424657534247, 0.4236363636363637
0.6188356164383562, 0.4389090909090909
0.6116438356164384, 0.4483636363636364
